x, y
-5.0,-3.8214130281395384
-4.473684210526316, -3.4193887110325143
-3.947368421052632, -2.5661253640159583
-3.4210526315789473, -1.775098291142789
-2.8947368421052633, -1.0856313118090484
-2.368421052631579, -2.281145922997222
-1.8421052631578947, -1.0925080217035064
-1.3157894736842106, 0.04196956346189595
-0.7894736842105265, -0.7073390282943666
-0.2631578947368425, 1.010429892882658
0.2631578947368416, 2.237370616506767
0.7894736842105257, 1.9245548728985702
1.3157894736842106, 2.79729220264899
1.8421052631578947, 2.3823270467509614
2.3684210526315788, 4.061315773975142
2.894736842105263, 3.0683027990952865
3.421052631578947, 3.936954278819055
3.947368421052632, 4.568106293943185
4.473684210526315, 5.778550917642228
5.0, 6.528404914496181
